faction,ability_id,name,unit_ids,flags,text
"thousand-sons","malign-trickery","Malign Trickery","tzaangor-enlightened-with-fatecaster-greatbows","","The unit has the Reactive Move ability."
"thousand-sons","marked-by-fate-psychic","Marked by Fate (Psychic)","sorcerer-in-terminator-armour","","During the Shooting phase, until the end of the phase, the unit gets +1 to Hit rolls."
"thousand-sons","meet-any-challenge","Meet Any Challenge","chaos-rhino","","The unit has the Reactive Move ability."
"thousand-sons","metalophagic-infection","Metalophagic Infection","chaos-predator-annihilator","","During the Shooting phase, your unit suffers d3 mortal wounds."
"thousand-sons","mind-breaking-mutations-aura","Mind-breaking Mutations (Aura)","chaos-spawn","","Modify the unit's characteristics."
"thousand-sons","multitudinous-limbs","Multitudinous Limbs","","","Until the end of the phase, the unit gains the Act After Move ability. / Applies to: units with Thousand Sons, Psyker."
"thousand-sons","mutagenic-magicks","Mutagenic Magicks","","","Until the end of the phase, enemy units nearby suffer 6D6 mortal wounds."
"thousand-sons","mutating-vortex-aura","Mutating Vortex (Aura)","mutalith-vortex-beast","","Your unit suffers 1 mortal wound."
"thousand-sons","occulus-infernum","Occulus Infernum","","","During the Movement phase, until the end of the turn, add 1 to friendly units nearby's Ballistic Skill characteristic (ranged). / Applies to: units with Thousand Sons, Sorcerer."
"thousand-sons","pact-of-sorcery","Pact of Sorcery","","","This model: army composition rule."
"thousand-sons","prescience-psychic","Prescience (Psychic)","sorcerer","","After being attached to a unit, the attacking unit gets -1 to Hit rolls."
"thousand-sons","prismatic-displacement","Prismatic Displacement","","","Until the end of the turn: / The unit's weapons gain [ASSAULT]. / The unit gains the Act After Move ability. / Applies to: units with Mutant."
"thousand-sons","prophesied-doom","Prophesied Doom","tzaangor-enlightened","","Your unit suffers 1 mortal wound."
"thousand-sons","prophetic-sentinels","Prophetic Sentinels","sekhetar-robots","","Once per battle, you can use the Fire Overwatch or Heroic Stratagem on this model for 0CP."
"thousand-sons","punishing-suppression","Punishing Suppression","chaos-predator-destructor","","During the Shooting phase, the attacking unit gets -1 to Hit rolls."
"thousand-sons","rebind-rubricae-psychic","Rebind Rubricae (Psychic)","exalted-sorcerer","","After being attached to a unit, your unit suffers d3 mortal wounds."
"thousand-sons","regenerating-monstrosities","Regenerating Monstrosities","chaos-spawn","","Return 3 destroyed models to this model with full wounds."
"thousand-sons","relentless-rebirth","Relentless Rebirth","","","Until the end of the phase, the unit has the Feel No Pain 5+ ability against mortal wounds. / Applies to: units with Thousand Sons, Psyker."
"thousand-sons","rites-of-coalescence","Rites of Coalescence","scarab-occult-terminators","","The attacking unit gets -1 to Wound rolls."
"thousand-sons","sacrificial-blessing","Sacrificial Blessing","tzaangor-shaman","","Modify the unit's characteristics."
"thousand-sons","savage-exaltation","Savage Exaltation","maulerfiend","","During the Fight phase, while the unit is below its starting strength, while the unit is below half strength: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"thousand-sons","scouts-6","Scouts 6""","chaos-spawn","","Once per battle, the unit has the Scouts 6"" ability."
"thousand-sons","scouts-8","Scouts 8""","chaos-spawn","","Once per battle, the unit has the Scouts 8"" ability."
"thousand-sons","scryer-of-fates-psychic","Scryer of Fates (Psychic)","ahriman","","Modify the unit's characteristics."
"thousand-sons","scuttling-horrors","Scuttling Horrors","chaos-spawn","","The unit has the Reactive Move ability."
"thousand-sons","scuttling-walker","Scuttling Walker","defiler","","This model has the Move Over Terrain ability."
"thousand-sons","self-repair","Self Repair","chaos-rhino","","Return 1 destroyed model to this model with full wounds."
"thousand-sons","servile-pawns","Servile Pawns","daemon-prince-of-tzeentch","","This model gains the Lone Operative ability."
"thousand-sons","siege-crawler","Siege Crawler","maulerfiend","","Ignore modifiers the unit's All rolls."
"thousand-sons","siege-shield","Siege Shield","chaos-vindicator","","During the Shooting phase, this model gains the Target in Engagement ability."
"thousand-sons","snarling-protector","Snarling Protector","maulerfiend","","You can re-roll the Charge roll."
"thousand-sons","sorcerous-invigoration","Sorcerous Invigoration","","","At ritual manifested, until the end of the phase, the unit gains the Heal Wounds ability. / Applies to: units with Thousand Sons, Psyker (excluding Monster)."
"thousand-sons","sorcerous-support","Sorcerous Support","chaos-rhino","","During the Shooting phase, until the end of the phase: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"thousand-sons","spirit-snare","Spirit Snare","daemon-prince-of-tzeentch","","Modify the unit's characteristics."
"thousand-sons","stealth","Stealth","sekhetar-robots","","The attacking unit gets -1 to Hit rolls."
"thousand-sons","supreme-commander","Supreme Commander","magnus-the-red","","This model must be your Warlord."
"thousand-sons","temporal-instability","Temporal Instability","","","Until the end of the turn, the unit gains the Act After Move ability. / Applies to: units with Mutant."
"thousand-sons","terrifying-assault","Terrifying Assault","helbrute","","During the Fight phase, enemy units nearby must take a Battle-shock test."
"thousand-sons","the-land-writhes","The Land Writhes","","","Until the end of the phase, the unit gains the Mobile ability. / Applies to: units with Monster, Mutant."
"thousand-sons","the-scent-of-blood","The Scent of Blood","maulerfiend","","Modify the unit's characteristics."
"thousand-sons","thicket-of-bladed-bone","Thicket of Bladed Bone","","","Add 1 to this model's Armour Penetration characteristic (melee). / This model's weapons gain [CLEAVE 1]. / Applies to: units with Spawn."
"thousand-sons","to-slake-its-rage","To Slake its Rage","chaos-spawn","","The unit gains the Charge After Advance ability."
"thousand-sons","twisted-sorceries-psychic","Twisted Sorceries (Psychic)","sorcerer","","During the Fight phase, until the end of the phase, add 1 to the unit's Strength characteristic."
"thousand-sons","unearthly-power","Unearthly Power","magnus-the-red","","At the start of the battle round, until the end of the battle round, this model gains the Selective From Pool ability."
"thousand-sons","unleash-wrath","Unleash Wrath","defiler","","This model gains the Reactive Overwatch ability."
"thousand-sons","unravelled-fates","Unravelled Fates","","","During the Movement phase, until the end of the phase, friendly units nearby gain the Remove Battle Shock ability. / Applies to: units with Thousand Sons, Tzaangor Shaman."
"thousand-sons","walking-rampart","Walking Rampart","","","For the rest of the battle: / During the Movement phase, friendly units within 3"" gain the Heal Wounds ability. / This model gains the Lone Operative ability. / Applies to: units with Thousand Sons, Sorcerer."
"thousand-sons","warp-fields","Warp Fields","","","Until the end of the phase, the unit gets -1 to Wound rolls. / Applies to: units with Sekhetar Robots."
"thousand-sons","warped-interference-psychic","Warped Interference (Psychic)","sorcerer","","During the Shooting phase, after being attached to a unit, the unit gains the Benefit of Cover ability."
"thousand-sons","warptime-psychic","Warptime (Psychic)","sorcerer-in-terminator-armour","","After being attached to a unit, you can re-roll the Charge roll."
"thousand-sons","wracking-agonies-psychic","Wracking Agonies (Psychic)","sorcerer","","Modify the unit's characteristics."
"tyranids","adaptable-predators","Adaptable Predators","tyranid-warriors-with-ranged-bio-weapons","","The unit is eligible to shoot and declare a charge in a turn in which it Fell Back."
"tyranids","adaptive-instincts","Adaptive Instincts","tyranid-warriors-with-melee-bio-weapons","","During the Fight phase, until the end of the phase, you can re-roll a Hit roll of 1."
"tyranids","aerial-seeding","Aerial Seeding","tyrannocyte","","The unit has the Deep Strike ability."
"tyranids","aggressive-leader-beast","Aggressive Leader‑beast","tyranid-prime-with-lash-whip","","During the Shooting phase, in either player's turn, when destroyed by a ranged attack, unless while the unit is Battle-shocked, unless engagement state, until the end of the phase, the unit has the Surge Move D6"" ability."
"tyranids","airborne-predator","Airborne Predator","hive-crone","","During the Shooting phase, against A targets, the unit gets +1 to Hit rolls."
"tyranids","alpha-invader","Alpha Invader","hyperadapted-raveners","","The unit's weapons gain [SUSTAINED HITS 1]."
"tyranids","alpha-leader","Alpha Leader","old-one-eye","","After being attached to a unit, you can re-roll the Hit roll."
"tyranids","alpha-warrior","Alpha Warrior","winged-tyranid-prime","","After being attached to a unit, the unit's weapons gain [SUSTAINED HITS 1]."
"tyranids","apex-beast","Apex-beast","hierophant","","Against A targets, the unit gets +1 to Hit rolls."
"tyranids","bio-minefield","Bio-minefield","spore-mines;mucolid-spores","","Enemy units nearby: no advance (within 6"")."
"tyranids","bio-stimulus-aura","Bio-stimulus (Aura)","psychophage","","During the Fight phase, until the end of the turn, subtract 1 from the unit's Armour Penetration characteristic."
"tyranids","blistering-assault","Blistering Assault","carnifexes","","During the Shooting phase, in either player's turn, while the model has lost wounds, until the end of the phase, the unit has the Blistering Assault D6+2"" ability."
"tyranids","bounding-leap","Bounding Leap","hormagaunts","","The unit gains the Charge After Advance ability."
"tyranids","brood-progenitor-aura-psychic","Brood Progenitor (Aura, Psychic)","tervigon","","The unit's weapons gain [LETHAL HITS]."
"tyranids","burning-spray","Burning Spray","pyrovores","","During the Shooting phase, until the end of the phase, the unit gains the Benefit of Cover ability."
"tyranids","catalytic-biofortification","Catalytic Biofortification","","","Modify the unit's characteristics."
"tyranids","chitinous-horrors","Chitinous Horrors","sky-slasher-swarms","","Halve the Objective Control characteristic of enemy units nearby."
"tyranids","chitinous-horrors-aura","Chitinous Horrors (Aura)","ripper-swarms","","Halve the Objective Control characteristic of enemy units nearby."
"tyranids","counterpredation","Counterpredation","","","Modify the unit's characteristics."
"tyranids","cryptophotaic-camouflage","Cryptophotaic Camouflage","","","Modify the unit's characteristics."
"tyranids","deadly-demise-1","Deadly Demise 1","biovores","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers 1 mortal wound."
"tyranids","deadly-demise-2d6","Deadly Demise 2D6","harridan","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers 2D6 mortal wounds."
"tyranids","deadly-demise-d3","Deadly Demise D3","winged-hive-tyrant","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D3 mortal wounds."
"tyranids","deadly-demise-d6","Deadly Demise D6","norn-emissary","","Once per battle: / Roll one D6: on a 6+, each enemy unit within 6"" suffers D6 mortal wounds."
"tyranids","death-blow","Death Blow","winged-tyranid-prime","","During the Fight phase, each time this model is destroyed, it can fight before being removed from play."
"tyranids","death-from-below","Death From Below","raveners","","The unit has the Redeploy to Reserves ability."
"tyranids","death-scream","Death Scream","screamer-killer","","During the Shooting phase, enemy units nearby must take a Battle-shock test."
"tyranids","deep-strike","Deep Strike","trygon;mucolid-spores","","The unit has the Deep Strike ability."
"tyranids","defensive-stance","Defensive Stance","hive-guard","","The unit gets -4 to Hit rolls (overwatch)."
"tyranids","destabilising-predation","Destabilising Predation","","","Modify the unit's characteristics."
"tyranids","digestion-spine","Digestion Spine","dimachaeron","","Each time this model is destroyed, it can fight before being removed from play."
"tyranids","disruption-bombardment","Disruption Bombardment","barbgaunts","","During the Shooting phase, after unit has shot, against INFANTRY targets, with hit attacks, until the end of the battle round: /   -> Subtract 2 from your unit's Move characteristic. /   -> Your unit gets -2 to Advance rolls. /   -> Your unit gets -2 to Charge rolls."
"tyranids","domination-of-the-hive-mind-aura","Domination of the Hive Mind (Aura)","the-swarmlord","","For the rest of the battle, friendly units nearby's weapons gain [SYNAPSE RANGE]."
"tyranids","encephalic-diffusion-aura-psychic","Encephalic Diffusion (Aura, Psychic)","maleceptor","","While the unit is below half strength, the attacking unit gets -1 to Hit rolls."
"tyranids","encircling-horrors","Encircling Horrors","","","Modify the unit's characteristics."
"tyranids","enhanced-toxic-miasma","Enhanced Toxic Miasma","malanthrope","","While this model leads a unit, the unit this model leads gains the Enhanced Foul Spores Aura 9 ability."
"tyranids","fear-of-the-unseen-aura","Fear of the Unseen (Aura)","deathleaper","","While the unit is below its starting strength, enemy units nearby must take a Battle-shock test."
"tyranids","feeder-tendrils","Feeder Tendrils","deathleaper","","You gain 1CP."
"tyranids","feeding-frenzy","Feeding Frenzy","psychophage","","During the Fight phase, while the unit is below its starting strength, while the unit is below half strength, against A targets: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"tyranids","feel-no-pain-5","Feel No Pain 5+","psychophage","","The unit has the Feel No Pain 5+ ability."
"tyranids","fights-first","Fights First","deathleaper;von-ryans-leapers","","The unit has the Fights First ability."
"tyranids","floating-death","Floating Death","spore-mines;mucolid-spores","","Your unit suffers 1 mortal wound."
"tyranids","foul-spores-aura","Foul Spores (Aura)","venomthropes","","During the Shooting phase, the unit gains the Benefit of Cover ability."
"tyranids","frenzied-metabolism","Frenzied Metabolism","harridan","","Until the end of the phase: / The unit gets +1 to Wound rolls. / Your unit suffers d3 mortal wounds."
"tyranids","grasping-tendrils","Grasping Tendrils","toxicrene","","Enemy units nearby: anti fallback."
"tyranids","grisly-spectacle","Grisly Spectacle","haruspex","","Each time this model is destroyed, it can fight before being removed from play."
"tyranids","guardian-organism","Guardian Organism","tyrant-guard","","After being attached to a unit, the unit has the Feel No Pain 5+ ability."
"tyranids","harpoon-barbs","Harpoon Barbs","norn-assimilator","","Your unit suffers d6 mortal wounds."
"tyranids","higher-imperatives","Higher Imperatives","","","Modify the unit's characteristics."
"tyranids","hive-commander","Hive Commander","the-swarmlord","","You gain 1CP."
"tyranids","hive-defences","Hive Defences","sporocyst","","You can use the Fire Overwatch or Heroic Stratagem on this model for 0CP."
"tyranids","hover","Hover","harridan","","Modify this model's Move characteristic to 20."
"tyranids","hunter-organism","Hunter Organism","deathleaper","","This model cannot be your Warlord."
"tyranids","hypersensory-adaptations","Hypersensory Adaptations","","","Modify the unit's characteristics."
"tyranids","hypersensory-array","Hypersensory Array","hyperadapted-raveners","","Once per battle, you can use the Fire Overwatch or Heroic Stratagem on this model for 0CP."
"tyranids","hypertoxic-miasma-aura","Hypertoxic Miasma (Aura)","toxicrene","","Your unit suffers 1 mortal wound."
"tyranids","hypnotic-gaze-psychic","Hypnotic Gaze (Psychic)","broodlord","","During the Fight phase, until the end of the phase, the attacking unit gets -1 to Hit rolls."
"tyranids","infiltrators","Infiltrators","deathleaper;von-ryans-leapers","","Once per battle, the unit has the Infiltrate ability."
"tyranids","it-itches","It Itches!","parasite-of-mortrex","","During the Fight phase, enemy units nearby must take a Battle-shock test."
"tyranids","leader","Leader","winged-tyranid-prime","","The unit gains the Leader ability."
"tyranids","lesser-prey","Lesser Prey","","","Modify the unit's characteristics."
"tyranids","lone-operative","Lone Operative","deathleaper","","This model can only be targeted if it is the closest eligible target or within 12""."
"tyranids","malign-presence-aura","Malign Presence (Aura)","the-swarmlord","","Against A targets, you gain 1CP."
"tyranids","mindhunger","Mindhunger","","","Modify the unit's characteristics."
"tyranids","neural-disruption","Neural Disruption","neurolictor","","Enemy units nearby must take a Battle-shock test."
"tyranids","neurocytes","Neurocytes","neurogaunts","placeholder","If within ?"" of a friendly unit, against TYRANIDS targets, unless against NEUROGAUNT targets, for the rest of the battle, this model's weapons gain [SYNAPSE]."
"tyranids","neuroloids","Neuroloids","neurotyrant","","Until your next Command phase, this model gains the Flavor Text ability."
"tyranids","node-lash-psychic","Node Lash (Psychic)","neurotyrant","","After being attached to a unit: /   -> The unit gets +1 to Hit rolls. /   -> The unit gets +1 to Wound rolls."
"tyranids","onslaught-aura-psychic","Onslaught (Aura, Psychic)","hive-tyrant","","The unit's weapons gain [LETHAL HITS]."
"tyranids","parasitic-infection","Parasitic Infection","parasite-of-mortrex","","After attacks, against INFANTRY targets, when destroyed by a melee attack, with melee attacks, until the end of the phase: /   -> Return D3 destroyed models to the unit with full wounds. /   -> The unit can move through enemy models."
"tyranids","paroxysm-psychic","Paroxysm (Psychic)","winged-hive-tyrant","","During the Fight phase, until the end of the phase, your unit suffers d3 mortal wounds."
"tyranids","pheromone-trail","Pheromone Trail","lictor","","Once per battle, you can use one Stratagem on this model for 0CP."
"tyranids","pouncing-leap","Pouncing Leap","von-ryans-leapers","","This model gains the Heroic Intervention At 0cp ability. / This model gains the Heroic Intervention Frequency Bypass ability."
"tyranids","prey-adaptation","Prey Adaptation","malanthrope","","Until the end of the phase: / The unit's weapons gain [LETHAL HITS]. / The unit's weapons gain [SUSTAINED HITS 1]."
"tyranids","psychic-terror-psychic","Psychic Terror (Psychic)","neurotyrant","","If the unit has the NEUROTYRANT keyword, at shadow in the warp unleash, until the end of the turn, subtract 1 from the Battle-shock test of all enemy units."
"tyranids","psychological-saboteur-aura","Psychological Saboteur (Aura)","neurolictor","","The unit gets +1 to Wound rolls."
"tyranids","resilient-organism","Resilient Organism","tyrannofex","","Once per battle, each time an attack targets this model, reduce the Damage of that attack to 0."
"tyranids","scanner-gheist","Scanner Gheist","","","Modify the unit's characteristics."
"tyranids","scouts-8","Scouts 8""","broodlord","","Once per battle, the unit has the Scouts 8"" ability."
"tyranids","seed-mucolids","Seed Mucolids","sporocyst","","During the Shooting phase, the unit gains the Once Per Round Special ability."
"tyranids","seed-spore-mines","Seed Spore Mines","biovores","","During the Shooting phase, the unit gains the Once Per Round Special ability."
"tyranids","shadow-in-the-warp","Shadow in the Warp","","","Once per battle, enemy units nearby must take a Battle-shock test."
"tyranids","singular-purpose","Singular Purpose","norn-emissary","","You can re-roll the Hit roll. / You can re-roll the Wound roll. / The unit has the Feel No Pain 5+ ability."
"tyranids","skulking-horrors","Skulking Horrors","termagants","","The unit has the Reactive Move ability."
"tyranids","spawn-termagants","Spawn Termagants","tervigon","","Return D3 destroyed models to the unit with full wounds."
"tyranids","spirit-leech-aura-psychic","Spirit Leech (Aura, Psychic)","zoanthropes","","Your unit suffers d3 mortal wounds."
"tyranids","spore-mine-cysts","Spore Mine Cysts","harpy","","Your unit suffers 1 mortal wound."
"tyranids","stalking-forward","Stalking Forward","hierophant","","This model has the Move Over Terrain ability."
"tyranids","stealth","Stealth","venomthropes;von-ryans-leapers","","The attacking unit gets -1 to Hit rolls."
"tyranids","subterranean-tunnels","Subterranean Tunnels","trygon","","During the Movement phase, when it is set up by Deep Strike, until the end of the turn: /   -> This model gains the Deep Strike 6inch Exclusion ability. /   -> This model cannot charge."
"tyranids","symbiotic-targeting","Symbiotic Targeting","exocrine","","During the Shooting phase, until the end of the phase, you can re-roll a Hit roll of 1."
"tyranids","synapse","Synapse","von-ryans-leapers;mucolid-spores","","During the Fight phase, add 1 to the unit's Strength characteristic."
"tyranids","synaptoprescience","Synaptoprescience","","","Modify the unit's characteristics."
"tyranids","tanglestrike-rounds","Tanglestrike Rounds","","","Modify the unit's characteristics."
"tyranids","terror-from-the-deep","Terror From The Deep","mawloc","","Your unit suffers d3 mortal wounds."
"tyranids","unnatural-resilience","Unnatural Resilience","norn-emissary","","The unit has the Feel No Pain 4+ ability."
"tyranids","unstoppable-monster","Unstoppable Monster","old-one-eye","","Return D3 destroyed models to this model with full wounds."
"tyranids","vanguard-predator","Vanguard Predator","genestealers","","You can re-roll a Hit roll of 1. / You can re-roll a Wound roll of 1."
"tyranids","vicious-insight","Vicious Insight","broodlord","","After being attached to a unit, the unit's weapons gain [DEVASTATING WOUNDS]."
"tyranids","warp-field-aura-psychic","Warp Field (Aura, Psychic)","zoanthropes","","This model has a 6+ invulnerable save."
"tyranids","will-of-the-hive-mind","Will of the Hive Mind","winged-hive-tyrant","","Once per battle, you can use one Stratagem on this model for 0CP."
"tyranids","winged-swarm","Winged Swarm","gargoyles","","During the Shooting phase, until the end of the turn, the unit has the Shoot and Scoot ability."
"world-eaters","a-trophy-for-the-throne","A Trophy for the Throne","","","Against Monster targets or against Vehicle targets, until the end of the phase, the unit gets +1 to Wound rolls."
"world-eaters","a-worthy-skull","A Worthy Skull","master-of-executions","","Against Character targets: /   -> You can re-roll the Hit roll. /   -> You can re-roll the Wound roll. /   -> You gain 1CP."
"world-eaters","a-worthy-skull-stratagem","A Worthy Skull","","","Until the end of the phase, you gain 1 Blood Tithe Pool."
"world-eaters","adamantine-avalanche","Adamantine Avalanche","","","During the Fight phase, at the start of the phase, until the end of the phase, all friendly units gain the Activate Blessing of Khorne ability. / Applies to: units with Terminator Squad."
"world-eaters","aggressive-advance","Aggressive Advance","lord-on-juggernaut","","While this model leads a unit: /   -> Modify the unit's Move characteristic to 10. /   -> The unit has the Move Through Terrain ability."
"world-eaters","aggressive-deployment","Aggressive Deployment","","","Once per battle, the unit gains the Scouts 9 Transport ability."
"world-eaters","aggressive-disembarkation","Aggressive Disembarkation","","","Until the end of the turn, the unit gains the Early Disembark and Charge ability."
"world-eaters","airborne-predator","Airborne Predator","heldrake","","Against Fly targets, this model gets +1 to Hit rolls."
"world-eaters","apoplectic-clarity","Apoplectic Clarity","","","Until the end of the phase, ignore modifiers the unit's BS, WS, Hit and Wound rolls."
"world-eaters","apoplectic-frenzy","Apoplectic Frenzy","","","Until the end of the turn, the unit gains the Advance and Charge ability."
"world-eaters","archslaughterer","Archslaughterer","","","During the Command phase, until your next Command phase, this model gains the All Blessings of Khorne Active ability."
"world-eaters","aspire-to-infamy","Aspire to Infamy","","","Until the end of the phase: / Add 1 to the unit's Attacks characteristic (melee). / Add 2 to the unit's Strength characteristic (melee)."
"world-eaters","assault-ramp","Assault Ramp","chaos-land-raider","","The unit gains the Charge After Disembark ability."
"world-eaters","battle-lust","Battle-lust","","","You can re-roll the Charge roll. / If the unit has the Unbridled Bloodlust active keyword, the unit gets +1 to Charge rolls."
"world-eaters","beacons-of-rage","Beacons of Rage (Aura)","eightbound","","With melee attacks, if not the target has ""Monster"", if not the target has ""Vehicle"": /   -> Friendly units nearby get +1 to Hit rolls. /   -> While the unit is below half strength, friendly units nearby get +1 to Wound rolls."
"world-eaters","berzerker-frenzy","Berzerker Frenzy","kharn-the-betrayer","","Once per battle, each time this unit is destroyed: /   -> Roll one D6: on a 2+, return 1 destroyed model to this model with 3 wounds."
"world-eaters","berzerker-glaive","Berzerker Glaive","","","Add 1 to this model's Attacks characteristic (melee). / Add 1 to this model's Damage characteristic (melee)."
"world-eaters","berzerkers-wrath","Berzerker's Wrath","","","Until the end of the phase, modify the unit's Blood Surge Auto Max characteristic to 1."
"world-eaters","blade-of-endless-bloodshed","Blade of Endless Bloodshed","","","Add 1 to this model's Attacks characteristic (melee). / Add 1 to this model's Strength characteristic (melee). / Add 1 to this model's Damage characteristic (melee). / You gain 1 Blood Tithe Pool."
"world-eaters","blessing-of-burning-blood","Blessing of Burning Blood","","","Until the end of the phase, the unit has the Feel No Pain 4+ ability."
"world-eaters","blessings-of-khorne","Blessings of Khorne","","","At the start of the phase, until the end of the battle round: /   -> Roll 8D6 (max 2 activations): /     - Unbridled Bloodlust: need pair of 1+ -> all friendly units get +1 to Charge rolls /     - Rage-Fuelled Invigoration: need pair of 2+ -> all friendly units have the Pile in Consolidation 6"" ability /     - Total Carnage: need pair of 3+ -> when destroyed by a melee attack, if not has fought this phase, roll one D6: on a 4+, each time this model is destroyed, it can fight before being removed from play /     - Martial Excellence: need pair of 4+ -> all friendly units' melee weapons gain [SUSTAINED HITS 1] /     - Warp Blades: need pair of 5+ -> all friendly units' melee weapons gain [LETHAL HITS] /     - Decapitating Strikes: need triple of 6+ -> against Infantry targets, with melee attacks, all friendly units' weapons gain [DEVASTATING WOUNDS]"
"world-eaters","blood-forged-armour","Blood-Forged Armour","","","Modify this model's Save characteristic to 2. / Each time this unit is destroyed, you gain 1 Blood Tithe Pool."
"world-eaters","blood-hungry-annihilator","Blood-hungry Annihilator","chaos-predator-annihilator","","If the target is the closest eligible target, with ranged attacks, against Monster targets or against Vehicle targets: /   -> You can re-roll the Wound roll. /   -> You can re-roll the Damage roll."
"world-eaters","blood-offering","Blood Offering","","","Until the end of the phase, the unit gains the Sticky Objective on Death ability."
"world-eaters","blood-surge","Blood Surge","khorne-berzerkers","","During the Shooting phase, in the opponent's turn, while the model has lost wounds, until the end of the phase, the unit has the Blood Surge D6+2"" ability."
"world-eaters","blood-tithe","Blood Tithe","","","Each time this unit is destroyed, for the rest of the battle: /   -> Roll one D6: on a 3+, you gain 1 Blood Tithe Pool."
"world-eaters","bloodied-terror","Bloodied Terror","daemon-prince-of-khorne-with-wings","","At the start of the phase, until the end of the phase, modify enemy units nearby's Leadership characteristic."
"world-eaters","bloodthirsty-horde","Bloodthirsty Horde","","","Until the end of the phase, the unit's melee weapons gain [SUSTAINED HITS 1]."
"world-eaters","bloody-fury","Bloody Fury","chaos-terminators","","With ranged attacks, if the target is the closest eligible target, you can re-roll the Hit roll. / If the target is the closest eligible target, you can re-roll the Charge roll."
"world-eaters","bloody-stampede","Bloody Stampede","lord-invocatus","","If the unit charged this turn, until the end of the phase: /   -> Roll one D6: on a 2+, your unit suffers a number of mortal wounds."
"world-eaters","bloody-vengeance","Bloody Vengeance","","","Until the end of the phase, the unit gains the Deadly Demise on Destruction ability."
"world-eaters","brazen-form","Brazen Form","","","Add 1 to this model's Toughness characteristic. / This model has the Feel No Pain 5+ ability."
"world-eaters","brazen-fury","Brazen Fury","","","During the Shooting phase, in the opponent's turn, if the unit has the Possessed keyword, while the model has lost wounds, until the end of the phase, the unit has the Brazen Fury D6"" ability. / Applies to: units with Possessed."
"world-eaters","brazen-idol","Brazen Idol","","","Until your next Command phase, the unit gains the Extra Idol Activation ability."
"world-eaters","butcher-lord","Butcher Lord","","","This model gains the Attach to Jakhals Goremongers ability."
"world-eaters","chosen-of-the-blood-god","Chosen of the Blood God","","","Add 3 to this model's Aura Range characteristic."
"world-eaters","crush-all-who-stand-before-us","Crush All Who Stand Before Us","lord-on-juggernaut","","During the Fight phase, until the end of the phase, the unit has the Extended Pile in 3"" ability."
"world-eaters","daemonic-fury","Daemonic Fury","","","Until the end of the turn, friendly units nearby's melee weapons gain [LETHAL HITS]."
"world-eaters","daemonic-resistance","Daemonic Resistance","","","Until the end of the phase, the unit has the Feel No Pain 4+ ability."
"world-eaters","daemonic-strength","Daemonic Strength","","","With melee attacks, until the end of the phase, add 2 to the unit's Strength characteristic (melee)."
"world-eaters","daemontide","Daemontide","","","Until the end of the phase, return variable destroyed models to friendly units nearby with full wounds."
"world-eaters","deadly-demise-1","Deadly Demise 1","","","Each time a model in this unit is destroyed, until the end of the phase: /   -> Roll one D6: on a 6+, each enemy unit within 6"" suffers 1 mortal wound."
"world-eaters","deadly-demise-d3","Deadly Demise D3","","","Each time a model in this unit is destroyed, until the end of the phase: /   -> Roll one D6: on a 6+, each enemy unit within 6"" suffers D3 mortal wounds."
"world-eaters","deadly-demise-d6","Deadly Demise D6","","","Each time a model in this unit is destroyed, until the end of the phase: /   -> Roll one D6: on a 6+, each enemy unit within 6"" suffers D6 mortal wounds."
"world-eaters","deadly-demise-d6-plus-2","Deadly Demise D6+2","","","Each time a model in this unit is destroyed, until the end of the phase: /   -> Roll one D6: on a 6+, each enemy unit within 6"" suffers D6+2 mortal wounds."
"world-eaters","deep-strike","Deep Strike","","","The unit has the Deep Strike ability."
"world-eaters","devastating-assault","Devastating Assault","daemon-prince-of-khorne","","If the unit charged this turn, until the end of the turn, this model's hellforged weapons gains [DEVASTATING WOUNDS]."
"world-eaters","devoted-to-destruction","Devoted to Destruction","helbrute","","If the unit has the dual-melee keyword, add 2 to this model's Attacks characteristic (melee)."
"world-eaters","direct-the-slaughter","Direct the Slaughter","daemon-prince-of-khorne","","If within 12"" of a friendly unit, until the end of the battle round, you can use one Stratagem on this model for 0CP."
"world-eaters","disciple-of-khorne","Disciple of Khorne","","","This model gains the Attach to Daemons Deep Strike ability."
"world-eaters","drawn-to-the-slaughter","Drawn to the Slaughter","","","Until the end of the phase, return full-unit destroyed models to the unit with full wounds."
"world-eaters","endless-pursuit-of-violence","Endless Pursuit of Violence","","","Until the end of the phase, the unit gains the Embark After Fight ability."
"world-eaters","fail-not-the-blood-god","Fail Not the Blood God","","","Until the end of the phase: / You can re-roll a Hit roll of 1. / If within 6"" of friendly monster, you can re-roll a Wound roll of 1."
"world-eaters","favoured-of-khorne","Favoured of Khorne","","","You can re-roll the Blessings roll."
"world-eaters","feel-no-pain-5-plus","Feel No Pain 5+","","","This model has the Feel No Pain 5+ ability."
"world-eaters","feel-no-pain-6-plus","Feel No Pain 6+","","","This model has the Feel No Pain 6+ ability."
